COUNTY    , PRCTSEQ, PRECINCT                 , BALSEQID, JURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                        , PARTY1     , PVTALLY1, COL2HDG, RNAME2                       , PARTY2     , PVTALLY2, COL3HDG, RNAME3                           , PARTY3     , PVTALLY3, COL4HDG, RNAME4                             , PARTY4     , PVTALLY4, COL5HDG, RNAME5                      , PARTY5     , PVTALLY5, COL6HDG, RNAME6        , PARTY6     , PVTALLY6, COL7HDG, RNAME7                       , PARTY7     , PVTALLY7, COL8HDG, RNAME8                      , PARTY8     , PVTALLY8, COL9HDG, RNAME9                 , PARTY9     , PVTALLY9, COL10HDG, RNAME10                , PARTY10    , PVTALLY10
Dickson   ,    0007, 4-1                      ,     0017,      69,         0, Tennessee House of Representatives District 69   , 2016-11-08, State General,       1, Michael G. Curcio             , Republican ,      619,       2, Dustin Evans                 , Democratic ,      296,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0007, 4-1                      ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,      337,       2, Travis S. Staten             , Democratic ,      153,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0008, 5-1                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1048,       2, Hillary Clinton              , Democratic ,      316,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,       44,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,        9,       8, Write-In - Darrell L. Castle,            ,        1,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         2
Dickson   ,    0008, 5-1                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        2,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0008, 5-1                      ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      887,       2, Jim Cooper                   , Democratic ,      468,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0008, 5-1                      ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,     1030,       2, Travis S. Staten             , Democratic ,      315,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0009, 6-1                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      508,       2, Hillary Clinton              , Democratic ,      167,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,       17,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        4,       7, Jill Stein                   , Independent,        5,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0009, 6-1                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        1,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0009, 6-1                      ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      437,       2, Jim Cooper                   , Democratic ,      233,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0009, 6-1                      ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,      497,       2, Travis S. Staten             , Democratic ,      174,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0010, 6-2                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      835,       2, Hillary Clinton              , Democratic ,      234,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       30,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        7,       7, Jill Stein                   , Independent,        6,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0010, 6-2                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        6,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0010, 6-2                      ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      736,       2, Jim Cooper                   , Democratic ,      338,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0010, 6-2                      ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,      834,       2, Travis S. Staten             , Democratic ,      235,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0011, 7-1                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1042,       2, Hillary Clinton              , Democratic ,      349,       3, """Rocky"" Roque De La Fuente"   , Independent,        4,       4, Gary Johnson                       , Independent,       42,       5, Alyson Kennedy              , Independent,        6,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,       10,       8, Write-In - Darrell L. Castle,            ,        2,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0011, 7-1                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        2,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0011, 7-1                      ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      911,       2, Jim Cooper                   , Democratic ,      485,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0011, 7-1                      ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,     1033,       2, Travis S. Staten             , Democratic ,      364,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0012, 8-1                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      693,       2, Hillary Clinton              , Democratic ,      411,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       27,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        6,       7, Jill Stein                   , Independent,        5,       8, Write-In - Darrell L. Castle,            ,        1,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0012, 8-1                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0012, 8-1                      ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      579,       2, Jim Cooper                   , Democratic ,      487,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0012, 8-1                      ,     0017,      69,         0, Tennessee House of Representatives District 69   , 2016-11-08, State General,       1, Michael G. Curcio             , Republican ,      633,       2, Dustin Evans                 , Democratic ,      466,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0013, 9-1                      ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1039,       2, Hillary Clinton              , Democratic ,      402,       3, """Rocky"" Roque De La Fuente"   , Independent,        5,       4, Gary Johnson                       , Independent,       40,       5, Alyson Kennedy              , Independent,        2,       6, Mike Smith    , Independent,        5,       7, Jill Stein                   , Independent,        6,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0013, 9-1                      ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        4,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0013, 9-1                      ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      875,       2, Jim Cooper                   , Democratic ,      538,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0013, 9-1                      ,     0017,      69,         0, Tennessee House of Representatives District 69   , 2016-11-08, State General,       1, Michael G. Curcio             , Republican ,      998,       2, Dustin Evans                 , Democratic ,      450,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0014, 10-1                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1279,       2, Hillary Clinton              , Democratic ,      441,       3, """Rocky"" Roque De La Fuente"   , Independent,        4,       4, Gary Johnson                       , Independent,       54,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        4,       7, Jill Stein                   , Independent,        9,       8, Write-In - Darrell L. Castle,            ,        2,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0014, 10-1                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        5,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0014, 10-1                     ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,     1100,       2, Jim Cooper                   , Democratic ,      613,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0014, 10-1                     ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,     1318,       2, Travis S. Staten             , Democratic ,      399,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0015, 11-1                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      839,       2, Hillary Clinton              , Democratic ,      460,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       41,       5, Alyson Kennedy              , Independent,        2,       6, Mike Smith    , Independent,        4,       7, Jill Stein                   , Independent,        7,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0015, 11-1                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        6,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0015, 11-1                     ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      726,       2, Jim Cooper                   , Democratic ,      554,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0015, 11-1                     ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,      882,       2, Travis S. Staten             , Democratic ,      410,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0016, 12-1                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      737,       2, Hillary Clinton              , Democratic ,      238,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,       42,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,        5,       8, Write-In - Darrell L. Castle,            ,        3,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0016, 12-1                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        1,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0016, 12-1                     ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      670,       2, Jim Cooper                   , Democratic ,      327,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0016, 12-1                     ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,      749,       2, Travis S. Staten             , Democratic ,      238,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0017, 12-2                     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      719,       2, Hillary Clinton              , Democratic ,      218,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,       19,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,        4,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Dickson   ,    0017, 12-2                     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0017, 12-2                     ,     0011,       5,         0, United States House of Representatives District 5, 2016-11-08, State General,       1, Stacy Ries Snyder             , Republican ,      669,       2, Jim Cooper                   , Democratic ,      277,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dickson   ,    0017, 12-2                     ,     0017,      78,         0, Tennessee House of Representatives District 78   , 2016-11-08, State General,       1, Mary Littleton                , Republican ,      729,       2, Travis S. Staten             , Democratic ,      209,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0001, A1- Bonicord             ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      672,       2, Hillary Clinton              , Democratic ,      128,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,       11,       5, Alyson Kennedy              , Independent,        2,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        3,       8, Write-In - Darrell L. Castle, Independent,        1,       9, Write-In - Cherunda Fox, Independent,        0,       10, Write-In - Tom Hoefling, Independent,         0
Dyer      ,    0001, A1- Bonicord             ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke, Independent,        0,      12, Write-In - Laurence Kotlikoff, Independent,        0,      13, Write-In - David Limbaugh        , Independent,        0,      14, Write-In - Evan McMullin           , Independent,        1,      15, Write-In - Marshall Schoenke, Independent,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0001, A1- Bonicord             ,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                 , Republican ,      600,       2, Rickey Hobson                , Democratic ,      105,       3, Shelia L. Godwin                 , Independent,       15,       4, James Hart                         , Independent,       12,       5, Adrian M. Montague          , Independent,        8,       6, Mark J. Rawles, Independent,       10,       7, Karen Free Spirit Talley-Lane, Independent,        7,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0001, A1- Bonicord             ,     0017,      77,         0, Tennessee House of Representatives District 77   , 2016-11-08, State General,       1, Bill Sanderson                , Republican ,      562,       2, Tom Reasons                  , Independent,      130,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0002, A2- Fowlkes              ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      532,       2, Hillary Clinton              , Democratic ,       99,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,        7,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        2,       8, Write-In - Darrell L. Castle, Independent,        0,       9, Write-In - Cherunda Fox, Independent,        0,       10, Write-In - Tom Hoefling, Independent,         0
Dyer      ,    0002, A2- Fowlkes              ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke, Independent,        0,      12, Write-In - Laurence Kotlikoff, Independent,        0,      13, Write-In - David Limbaugh        , Independent,        0,      14, Write-In - Evan McMullin           , Independent,        0,      15, Write-In - Marshall Schoenke, Independent,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0002, A2- Fowlkes              ,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                 , Republican ,      472,       2, Rickey Hobson                , Democratic ,       77,       3, Shelia L. Godwin                 , Independent,       16,       4, James Hart                         , Independent,        9,       5, Adrian M. Montague          , Independent,       13,       6, Mark J. Rawles, Independent,        5,       7, Karen Free Spirit Talley-Lane, Independent,        1,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0002, A2- Fowlkes              ,     0017,      77,         0, Tennessee House of Representatives District 77   , 2016-11-08, State General,       1, Bill Sanderson                , Republican ,      442,       2, Tom Reasons                  , Independent,      102,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0003, B- Newbern               ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,     1075,       2, Hillary Clinton              , Democratic ,      268,       3, """Rocky"" Roque De La Fuente"   , Independent,        5,       4, Gary Johnson                       , Independent,       26,       5, Alyson Kennedy              , Independent,        2,       6, Mike Smith    , Independent,        3,       7, Jill Stein                   , Independent,        6,       8, Write-In - Darrell L. Castle, Independent,        0,       9, Write-In - Cherunda Fox, Independent,        0,       10, Write-In - Tom Hoefling, Independent,         0
Dyer      ,    0003, B- Newbern               ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke, Independent,        0,      12, Write-In - Laurence Kotlikoff, Independent,        0,      13, Write-In - David Limbaugh        , Independent,        0,      14, Write-In - Evan McMullin           , Independent,        2,      15, Write-In - Marshall Schoenke, Independent,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0003, B- Newbern               ,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                 , Republican ,      978,       2, Rickey Hobson                , Democratic ,      207,       3, Shelia L. Godwin                 , Independent,       33,       4, James Hart                         , Independent,       30,       5, Adrian M. Montague          , Independent,       20,       6, Mark J. Rawles, Independent,       10,       7, Karen Free Spirit Talley-Lane, Independent,        8,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0003, B- Newbern               ,     0017,      77,         0, Tennessee House of Representatives District 77   , 2016-11-08, State General,       1, Bill Sanderson                , Republican ,      989,       2, Tom Reasons                  , Independent,      196,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0004, C1- Tatumville           ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      375,       2, Hillary Clinton              , Democratic ,       47,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,        6,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        1,       8, Write-In - Darrell L. Castle, Independent,        0,       9, Write-In - Cherunda Fox, Independent,        0,       10, Write-In - Tom Hoefling, Independent,         0
Dyer      ,    0004, C1- Tatumville           ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke, Independent,        0,      12, Write-In - Laurence Kotlikoff, Independent,        0,      13, Write-In - David Limbaugh        , Independent,        0,      14, Write-In - Evan McMullin           , Independent,        1,      15, Write-In - Marshall Schoenke, Independent,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0004, C1- Tatumville           ,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                 , Republican ,      333,       2, Rickey Hobson                , Democratic ,       40,       3, Shelia L. Godwin                 , Independent,       11,       4, James Hart                         , Independent,       10,       5, Adrian M. Montague          , Independent,        5,       6, Mark J. Rawles, Independent,        3,       7, Karen Free Spirit Talley-Lane, Independent,        2,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0004, C1- Tatumville           ,     0017,      77,         0, Tennessee House of Representatives District 77   , 2016-11-08, State General,       1, Bill Sanderson                , Republican ,      335,       2, Tom Reasons                  , Independent,       57,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Dyer      ,    0005, C2- Trimble              ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      583,       2, Hillary Clinton              , Democratic ,       88,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       11,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        4,       8, Write-In - Darrell L. Castle, Independent,        0,       9, Write-In - Cherunda Fox, Independent,        0,       10, Write-In - Tom Hoefling, Independent,         0
