COUNTY    , PRECINCT                   , PRCTSEQ, BALSEQID, JURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , COL1HDG, RNAME1                              , PARTY1     , PVTALLY1, COL2HDG, RNAME2                        , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                , PARTY3     , PVTALLY3, COL4HDG, RNAME4                                   , PARTY4     , PVTALLY4, COL5HDG, RNAME5                     , PARTY5     , PVTALLY5, COL6HDG, RNAME6      , PARTY6     , PVTALLY6, COL7HDG, RNAME7          , PARTY7     , PVTALLY7, COL8HDG, RNAME8        , PARTY8     , PVTALLY8, COL9HDG, RNAME9          , PARTY9     , PVTALLY9, COL10HDG, RNAME10              , PARTY10    , PVTALLY10
Montgomery, 17 Grace                   ,    0023,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        6,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 17 Grace                   ,    0023,     0011,       7,         0, United States House of Representatives District 7, 2020-11-03,       1, Mark E. Green                       , Republican ,     1618,       2, Kiran Sreepada                , Democratic ,     1476,       3, Ronald Brown                          , Independent,      183,       4, Scott Anthony Vieira Jr                  , Independent,       35,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 17 Grace                   ,    0023,     0015,      22,         0, Tennessee Senate District 22                     , 2020-11-03,       1, Bill Powers                         , Republican ,     1616,       2, Ronnie L. Glynn               , Democratic ,     1614,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 17 Grace                   ,    0023,     0017,      67,         0, Tennessee House of Representatives District 67   , 2020-11-03,       1, John W. Dawson                      , Republican ,     1558,       2, Jason Hodges                  , Democratic ,     1715,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 18 Hazelwood               ,    0024,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     1715,       2, Joseph R. Biden               , Democratic ,     2091,       3, Don Blankenship                       , Independent,        6,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        4,       5, Howie Hawkins              , Independent,        3,       6, Jo Jorgensen, Independent,       85,       7, Alyson Kennedy  , Independent,        1,       8, Gloria La Riva, Independent,        4,       9, Kanye West      , Independent,       13,       10, Write-In - R19 Boddie,            ,         0
Montgomery, 18 Hazelwood               ,    0024,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 18 Hazelwood               ,    0024,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     1680,       2, Marquita Bradshaw             , Democratic ,     1882,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,       27,       4, Jeffrey Alan Grunau                      , Independent,       13,       5, Ronnie Henley              , Independent,       29,       6, G. Dean Hill, Independent,        7,       7, Steven J. Hooper, Independent,       16,       8, Aaron James   , Independent,       16,       9, Elizabeth McLeod, Independent,       24,       10, Kacey Morgan         , Independent,        21
Montgomery, 18 Hazelwood               ,    0024,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        7,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 18 Hazelwood               ,    0024,     0011,       7,         0, United States House of Representatives District 7, 2020-11-03,       1, Mark E. Green                       , Republican ,     1707,       2, Kiran Sreepada                , Democratic ,     1693,       3, Ronald Brown                          , Independent,      235,       4, Scott Anthony Vieira Jr                  , Independent,       39,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 18 Hazelwood               ,    0024,     0015,      22,         0, Tennessee Senate District 22                     , 2020-11-03,       1, Bill Powers                         , Republican ,     1728,       2, Ronnie L. Glynn               , Democratic ,     1872,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 18 Hazelwood               ,    0024,     0017,      67,         0, Tennessee House of Representatives District 67   , 2020-11-03,       1, John W. Dawson                      , Republican ,     1638,       2, Jason Hodges                  , Democratic ,     2013,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 19 Oakland                 ,    0025,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     3745,       2, Joseph R. Biden               , Democratic ,     2921,       3, Don Blankenship                       , Independent,        9,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        3,       5, Howie Hawkins              , Independent,        9,       6, Jo Jorgensen, Independent,      139,       7, Alyson Kennedy  , Independent,        6,       8, Gloria La Riva, Independent,        2,       9, Kanye West      , Independent,       12,       10, Write-In - R19 Boddie,            ,         0
Montgomery, 19 Oakland                 ,    0025,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 19 Oakland                 ,    0025,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     3681,       2, Marquita Bradshaw             , Democratic ,     2585,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,       38,       4, Jeffrey Alan Grunau                      , Independent,       11,       5, Ronnie Henley              , Independent,       40,       6, G. Dean Hill, Independent,       20,       7, Steven J. Hooper, Independent,       25,       8, Aaron James   , Independent,       15,       9, Elizabeth McLeod, Independent,       64,       10, Kacey Morgan         , Independent,        33
Montgomery, 19 Oakland                 ,    0025,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,       19,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 19 Oakland                 ,    0025,     0011,       7,         0, United States House of Representatives District 7, 2020-11-03,       1, Mark E. Green                       , Republican ,     3856,       2, Kiran Sreepada                , Democratic ,     2330,       3, Ronald Brown                          , Independent,      292,       4, Scott Anthony Vieira Jr                  , Independent,       47,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 19 Oakland                 ,    0025,     0015,      22,         0, Tennessee Senate District 22                     , 2020-11-03,       1, Bill Powers                         , Republican ,     3808,       2, Ronnie L. Glynn               , Democratic ,     2594,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 19 Oakland                 ,    0025,     0017,      68,         0, Tennessee House of Representatives District 68   , 2020-11-03,       1, Curtis Johnson                      , Republican ,     4730,        ,                               ,            ,         ,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20A Clarksville            ,    0026,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     1863,       2, Joseph R. Biden               , Democratic ,      991,       3, Don Blankenship                       , Independent,        8,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        1,       5, Howie Hawkins              , Independent,        7,       6, Jo Jorgensen, Independent,       42,       7, Alyson Kennedy  , Independent,        0,       8, Gloria La Riva, Independent,        3,       9, Kanye West      , Independent,        3,       10, Write-In - R19 Boddie,            ,         0
Montgomery, 20A Clarksville            ,    0026,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20A Clarksville            ,    0026,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     1848,       2, Marquita Bradshaw             , Democratic ,      858,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        7,       4, Jeffrey Alan Grunau                      , Independent,        5,       5, Ronnie Henley              , Independent,        9,       6, G. Dean Hill, Independent,        1,       7, Steven J. Hooper, Independent,        5,       8, Aaron James   , Independent,       14,       9, Elizabeth McLeod, Independent,       19,       10, Kacey Morgan         , Independent,        13
Montgomery, 20A Clarksville            ,    0026,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        5,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20A Clarksville            ,    0026,     0011,       7,         0, United States House of Representatives District 7, 2020-11-03,       1, Mark E. Green                       , Republican ,     1922,       2, Kiran Sreepada                , Democratic ,      776,       3, Ronald Brown                          , Independent,       65,       4, Scott Anthony Vieira Jr                  , Independent,       18,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20A Clarksville            ,    0026,     0015,      22,         0, Tennessee Senate District 22                     , 2020-11-03,       1, Bill Powers                         , Republican ,     1905,       2, Ronnie L. Glynn               , Democratic ,      820,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20A Clarksville            ,    0026,     0017,      68,         0, Tennessee House of Representatives District 68   , 2020-11-03,       1, Curtis Johnson                      , Republican ,     2169,        ,                               ,            ,         ,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20B Barksdale              ,    0027,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      794,       2, Joseph R. Biden               , Democratic ,      719,       3, Don Blankenship                       , Independent,        1,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        2,       5, Howie Hawkins              , Independent,        7,       6, Jo Jorgensen, Independent,       22,       7, Alyson Kennedy  , Independent,        2,       8, Gloria La Riva, Independent,        1,       9, Kanye West      , Independent,        6,       10, Write-In - R19 Boddie,            ,         0
Montgomery, 20B Barksdale              ,    0027,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20B Barksdale              ,    0027,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,      794,       2, Marquita Bradshaw             , Democratic ,      633,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        5,       4, Jeffrey Alan Grunau                      , Independent,        3,       5, Ronnie Henley              , Independent,        7,       6, G. Dean Hill, Independent,        2,       7, Steven J. Hooper, Independent,        7,       8, Aaron James   , Independent,        9,       9, Elizabeth McLeod, Independent,       10,       10, Kacey Morgan         , Independent,         8
Montgomery, 20B Barksdale              ,    0027,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        4,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20B Barksdale              ,    0027,     0011,       7,         0, United States House of Representatives District 7, 2020-11-03,       1, Mark E. Green                       , Republican ,      850,       2, Kiran Sreepada                , Democratic ,      575,       3, Ronald Brown                          , Independent,       51,       4, Scott Anthony Vieira Jr                  , Independent,       11,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20B Barksdale              ,    0027,     0015,      22,         0, Tennessee Senate District 22                     , 2020-11-03,       1, Bill Powers                         , Republican ,      850,       2, Ronnie L. Glynn               , Democratic ,      599,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 20B Barksdale              ,    0027,     0017,      67,         0, Tennessee House of Representatives District 67   , 2020-11-03,       1, John W. Dawson                      , Republican ,      731,       2, Jason Hodges                  , Democratic ,      724,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21A Cumberland             ,    0028,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      485,       2, Joseph R. Biden               , Democratic ,      684,       3, Don Blankenship                       , Independent,        6,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        1,       5, Howie Hawkins              , Independent,        4,       6, Jo Jorgensen, Independent,       17,       7, Alyson Kennedy  , Independent,        1,       8, Gloria La Riva, Independent,        1,       9, Kanye West      , Independent,        5,       10, Write-In - R19 Boddie,            ,         0
Montgomery, 21A Cumberland             ,    0028,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21A Cumberland             ,    0028,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,      482,       2, Marquita Bradshaw             , Democratic ,      589,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        6,       4, Jeffrey Alan Grunau                      , Independent,        5,       5, Ronnie Henley              , Independent,       10,       6, G. Dean Hill, Independent,        4,       7, Steven J. Hooper, Independent,        7,       8, Aaron James   , Independent,        3,       9, Elizabeth McLeod, Independent,        9,       10, Kacey Morgan         , Independent,        10
Montgomery, 21A Cumberland             ,    0028,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        2,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21A Cumberland             ,    0028,     0011,       7,         0, United States House of Representatives District 7, 2020-11-03,       1, Mark E. Green                       , Republican ,      504,       2, Kiran Sreepada                , Democratic ,      556,       3, Ronald Brown                          , Independent,       50,       4, Scott Anthony Vieira Jr                  , Independent,        5,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21A Cumberland             ,    0028,     0015,      22,         0, Tennessee Senate District 22                     , 2020-11-03,       1, Bill Powers                         , Republican ,      525,       2, Ronnie L. Glynn               , Democratic ,      569,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21A Cumberland             ,    0028,     0017,      67,         0, Tennessee House of Representatives District 67   , 2020-11-03,       1, John W. Dawson                      , Republican ,      420,       2, Jason Hodges                  , Democratic ,      670,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21B Hilldale               ,    0029,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,     1506,       2, Joseph R. Biden               , Democratic ,      940,       3, Don Blankenship                       , Independent,        6,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        1,       5, Howie Hawkins              , Independent,        4,       6, Jo Jorgensen, Independent,       33,       7, Alyson Kennedy  , Independent,        1,       8, Gloria La Riva, Independent,        0,       9, Kanye West      , Independent,        8,       10, Write-In - R19 Boddie,            ,         0
Montgomery, 21B Hilldale               ,    0029,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21B Hilldale               ,    0029,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,     1482,       2, Marquita Bradshaw             , Democratic ,      799,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,       11,       4, Jeffrey Alan Grunau                      , Independent,        8,       5, Ronnie Henley              , Independent,       15,       6, G. Dean Hill, Independent,        5,       7, Steven J. Hooper, Independent,        3,       8, Aaron James   , Independent,        7,       9, Elizabeth McLeod, Independent,       21,       10, Kacey Morgan         , Independent,        14
Montgomery, 21B Hilldale               ,    0029,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        5,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21B Hilldale               ,    0029,     0011,       7,         0, United States House of Representatives District 7, 2020-11-03,       1, Mark E. Green                       , Republican ,     1548,       2, Kiran Sreepada                , Democratic ,      738,       3, Ronald Brown                          , Independent,       65,       4, Scott Anthony Vieira Jr                  , Independent,       17,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21B Hilldale               ,    0029,     0015,      22,         0, Tennessee Senate District 22                     , 2020-11-03,       1, Bill Powers                         , Republican ,     1548,       2, Ronnie L. Glynn               , Democratic ,      768,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, 21B Hilldale               ,    0029,     0017,      68,         0, Tennessee House of Representatives District 68   , 2020-11-03,       1, Curtis Johnson                      , Republican ,     1840,        ,                               ,            ,         ,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Montgomery, Absentee                   ,    0030,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,        0,       2, Joseph R. Biden               , Democratic ,        0,       3, Don Blankenship                       , Independent,        0,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        0,       5, Howie Hawkins              , Independent,        0,       6, Jo Jorgensen, Independent,        0,       7, Alyson Kennedy  , Independent,        0,       8, Gloria La Riva, Independent,        0,       9, Kanye West      , Independent,        0,       10, Write-In - R19 Boddie,            ,         0
Montgomery, Absentee                   ,    0030,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        1,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Moore     , 1 Masonic Lodge            ,    0001,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      453,       2, Joseph R. Biden               , Democratic ,      118,       3, Don Blankenship                       , Independent,        1,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        0,       5, Howie Hawkins              , Independent,        2,       6, Jo Jorgensen, Independent,        4,       7, Alyson Kennedy  , Independent,        0,       8, Gloria La Riva, Independent,        1,       9, Kanye West      , Independent,        1,       10, Write-In - R19 Boddie,            ,         0
Moore     , 1 Masonic Lodge            ,    0001,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Moore     , 1 Masonic Lodge            ,    0001,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,      445,       2, Marquita Bradshaw             , Democratic ,      105,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        3,       4, Jeffrey Alan Grunau                      , Independent,        0,       5, Ronnie Henley              , Independent,        1,       6, G. Dean Hill, Independent,        2,       7, Steven J. Hooper, Independent,        0,       8, Aaron James   , Independent,        1,       9, Elizabeth McLeod, Independent,        4,       10, Kacey Morgan         , Independent,         0
Moore     , 1 Masonic Lodge            ,    0001,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        1,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Moore     , 1 Masonic Lodge            ,    0001,     0011,       4,         0, United States House of Representatives District 4, 2020-11-03,       1, Scott DesJarlais                    , Republican ,      432,       2, Christopher J. Hale           , Democratic ,      128,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Moore     , 1 Masonic Lodge            ,    0001,     0015,      14,         0, Tennessee Senate District 14                     , 2020-11-03,       1, Shane Reeves                        , Republican ,      437,       2, Chase Clemons                 , Democratic ,      112,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Moore     , 1 Masonic Lodge            ,    0001,     0017,      39,         0, Tennessee House of Representatives District 39   , 2020-11-03,       1, Iris Rudder                         , Republican ,      462,        ,                               ,            ,         ,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Moore     , 2 High School              ,    0002,     0003,       0,         1, United States President                          , 2020-11-03,       1, Donald J. Trump                     , Republican ,      626,       2, Joseph R. Biden               , Democratic ,      101,       3, Don Blankenship                       , Independent,        2,       4, " ""Roque """"Rocky"""" De La Fuente""  ", Independent,        1,       5, Howie Hawkins              , Independent,        1,       6, Jo Jorgensen, Independent,       13,       7, Alyson Kennedy  , Independent,        2,       8, Gloria La Riva, Independent,        0,       9, Kanye West      , Independent,        7,       10, Write-In - R19 Boddie,            ,         0
Moore     , 2 High School              ,    0002,     0003,       0,         2, United States President                          , 2020-11-03,      11, Write-In - Brian Carroll            ,            ,        0,      12, Write-In - Tom Hoefling       ,            ,        0,      13, Write-In - Jade Simmons               ,            ,        0,      14, Write-In - Kasey Wells                   ,            ,        0,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Moore     , 2 High School              ,    0002,     0007,       0,         1, United States Senate                             , 2020-11-03,       1, Bill Hagerty                        , Republican ,      619,       2, Marquita Bradshaw             , Democratic ,       91,       3, " ""Yomi """"Fapas"""" Faparusi Sr.""", Independent,        0,       4, Jeffrey Alan Grunau                      , Independent,        0,       5, Ronnie Henley              , Independent,        2,       6, G. Dean Hill, Independent,        4,       7, Steven J. Hooper, Independent,        4,       8, Aaron James   , Independent,        6,       9, Elizabeth McLeod, Independent,        9,       10, Kacey Morgan         , Independent,         3
Moore     , 2 High School              ,    0002,     0007,       0,         2, United States Senate                             , 2020-11-03,      11, Eric William Stansberry             , Independent,        2,      12, Write-In - John A. Gentry     ,            ,        0,      13, Write-In - Al Green                   ,            ,        0,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
Moore     , 2 High School              ,    0002,     0011,       4,         0, United States House of Representatives District 4, 2020-11-03,       1, Scott DesJarlais                    , Republican ,      612,       2, Christopher J. Hale           , Democratic ,      126,        ,                                       ,            ,         ,        ,                                          ,            ,         ,        ,                            ,            ,         ,        ,             ,            ,         ,        ,                 ,            ,         ,        ,               ,            ,         ,        ,                 ,            ,         ,         ,                      ,            ,          
