COUNTY, PRECINCT, Precinct Sequence   , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE    , Col1, BName1                                  , Tally1, Col2, BName2                                               , Tally2, Col3, BName3                                   , Tally3, Col4, BName4                           , Tally4, Col5, BName5                  , Tally5, Col6, BName6                         , Tally6, Col7, BName7                  , Tally7, Col8, BName8                                  , Tally8, Col9, BName9                  , Tally9, Col10, BName10                    , Tally10
  0035,        1, 14 Sulphur Springs  , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,   1234,    2, . Mike McWherter - D                                 ,    216,    3, . Bayron Binkley - I                     ,      4,    4, . Brandon Dodds - I              ,      6,    5, . Samuel David Duck - I ,      3,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      4,    8, . Toni K. Hall - I                      ,      1,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
  0035,        1, 14 Sulphur Springs  , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      1,   13, . James Reesor - I                       ,      1,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      0,   16, . Carl Twofeathers Whitaker - I,      1,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0035,        2, 14 Sulphur Springs  , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,   1275,    2, . No                                                 ,     77,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0035,        3, 14 Sulphur Springs  , UH        ,        1,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . David Philip Roe - R                  ,   1218,    2, . Michael Edward Clark - D                           ,    180,    3, . Kermit E. Steck - I                    ,     25,    4, . Write-in - James Britton Taylor,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0035,        4, 14 Sulphur Springs  , TS        ,        3,        1, Tennessee Senate District                  , " ""November 2", " 2010""", State General,    1, . Rusty Crowe - R                       ,   1189,    2, . Thomas Ken Owens - D                               ,    195,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0035,        5, 14 Sulphur Springs  , TH        ,        6,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Dale Ford - R                         ,   1323,     ,                                                      ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0036,        1, 15-1 Jonesborough VC, GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,   1118,    2, . Mike McWherter - D                                 ,    384,    3, . Bayron Binkley - I                     ,      2,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I ,      0,    6, . David Gatchell - I           ,      2,    7, . June Griffin - I      ,      3,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       1
  0036,        1, 15-1 Jonesborough VC, GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      2,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      1,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      1,   16, . Carl Twofeathers Whitaker - I,      2,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0036,        2, 15-1 Jonesborough VC, CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,   1181,    2, . No                                                 ,    168,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0036,        3, 15-1 Jonesborough VC, UH        ,        1,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . David Philip Roe - R                  ,   1047,    2, . Michael Edward Clark - D                           ,    363,    3, . Kermit E. Steck - I                    ,     27,    4, . Write-in - James Britton Taylor,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0036,        4, 15-1 Jonesborough VC, TS        ,        3,        1, Tennessee Senate District                  , " ""November 2", " 2010""", State General,    1, . Rusty Crowe - R                       ,   1054,    2, . Thomas Ken Owens - D                               ,    326,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0036,        5, 15-1 Jonesborough VC, TH        ,        7,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Matthew Hill - R                      ,    963,    2, . Todd Mrozek - D                                    ,    485,    3, . Jesse Overbey - I                      ,     37,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0037,        1, 15-2 Jonesborough CH, GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,   1332,    2, . Mike McWherter - D                                 ,    269,    3, . Bayron Binkley - I                     ,      4,    4, . Brandon Dodds - I              ,      8,    5, . Samuel David Duck - I ,      1,    6, . David Gatchell - I           ,      2,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I                      ,      1,    9, . Mike Knois - I        ,      1,    10, . Boyce T. McCall - I      ,       0
  0037,        1, 15-2 Jonesborough CH, GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      3,   16, . Carl Twofeathers Whitaker - I,      9,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0037,        2, 15-2 Jonesborough CH, CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,   1368,    2, . No                                                 ,    123,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0037,        3, 15-2 Jonesborough CH, UH        ,        1,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . David Philip Roe - R                  ,   1320,    2, . Michael Edward Clark - D                           ,    218,    3, . Kermit E. Steck - I                    ,     33,    4, . Write-in - James Britton Taylor,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0037,        4, 15-2 Jonesborough CH, TS        ,        3,        1, Tennessee Senate District                  , " ""November 2", " 2010""", State General,    1, . Rusty Crowe - R                       ,   1309,    2, . Thomas Ken Owens - D                               ,    225,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0037,        5, 15-2 Jonesborough CH, TH        ,        7,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Matthew Hill - R                      ,   1208,    2, . Todd Mrozek - D                                    ,    349,    3, . Jesse Overbey - I                      ,     53,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0038,        1, 16 Leesburg         , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,    440,    2, . Mike McWherter - D                                 ,    118,    3, . Bayron Binkley - I                     ,      2,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       1
  0038,        1, 16 Leesburg         , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      1,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      1,   16, . Carl Twofeathers Whitaker - I,      2,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0038,        2, 16 Leesburg         , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,    477,    2, . No                                                 ,     37,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0038,        3, 16 Leesburg         , UH        ,        1,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . David Philip Roe - R                  ,    436,    2, . Michael Edward Clark - D                           ,     84,    3, . Kermit E. Steck - I                    ,     14,    4, . Write-in - James Britton Taylor,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0038,        4, 16 Leesburg         , TS        ,        3,        1, Tennessee Senate District                  , " ""November 2", " 2010""", State General,    1, . Rusty Crowe - R                       ,    445,    2, . Thomas Ken Owens - D                               ,     80,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0038,        5, 16 Leesburg         , TH        ,        7,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Matthew Hill - R                      ,    414,    2, . Todd Mrozek - D                                    ,    117,    3, . Jesse Overbey - I                      ,     18,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0039,        1, 17 Bowmantown       , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,    444,    2, . Mike McWherter - D                                 ,    138,    3, . Bayron Binkley - I                     ,      2,    4, . Brandon Dodds - I              ,      2,    5, . Samuel David Duck - I ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
  0039,        1, 17 Bowmantown       , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      1,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      2,   16, . Carl Twofeathers Whitaker - I,      7,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0039,        2, 17 Bowmantown       , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,    492,    2, . No                                                 ,     31,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0039,        3, 17 Bowmantown       , UH        ,        1,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . David Philip Roe - R                  ,    457,    2, . Michael Edward Clark - D                           ,     87,    3, . Kermit E. Steck - I                    ,     16,    4, . Write-in - James Britton Taylor,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0039,        4, 17 Bowmantown       , TS        ,        3,        1, Tennessee Senate District                  , " ""November 2", " 2010""", State General,    1, . Rusty Crowe - R                       ,    446,    2, . Thomas Ken Owens - D                               ,    101,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0039,        5, 17 Bowmantown       , TH        ,        6,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Dale Ford - R                         ,    520,     ,                                                      ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0040,        1, 18 Limestone        , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,    209,    2, . Mike McWherter - D                                 ,     59,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I ,      0,    6, . David Gatchell - I           ,      1,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       2
  0040,        1, 18 Limestone        , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      0,   16, . Carl Twofeathers Whitaker - I,      2,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0040,        2, 18 Limestone        , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,    221,    2, . No                                                 ,     22,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0040,        3, 18 Limestone        , UH        ,        1,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . David Philip Roe - R                  ,    207,    2, . Michael Edward Clark - D                           ,     45,    3, . Kermit E. Steck - I                    ,      5,    4, . Write-in - James Britton Taylor,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0040,        4, 18 Limestone        , TS        ,        3,        1, Tennessee Senate District                  , " ""November 2", " 2010""", State General,    1, . Rusty Crowe - R                       ,    210,    2, . Thomas Ken Owens - D                               ,     43,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0040,        5, 18 Limestone        , TH        ,        6,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Dale Ford - R                         ,    235,     ,                                                      ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0041,        1, Absentee            , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,    498,    2, . Mike McWherter - D                                 ,    159,    3, . Bayron Binkley - I                     ,      1,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I ,      1,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I                      ,      2,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
  0041,        1, Absentee            , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      0,   16, . Carl Twofeathers Whitaker - I,      3,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0041,        2, Absentee            , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,    492,    2, . No                                                 ,     51,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0041,        3, Absentee            , UH        ,        1,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . David Philip Roe - R                  ,    497,    2, . Michael Edward Clark - D                           ,    145,    3, . Kermit E. Steck - I                    ,     11,    4, . Write-in - James Britton Taylor,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0041,        4, Absentee            , TS        ,        3,        1, Tennessee Senate District                  , " ""November 2", " 2010""", State General,    1, . Rusty Crowe - R                       ,    499,    2, . Thomas Ken Owens - D                               ,    135,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0041,        5, Absentee            , TH        ,        6,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Dale Ford - R                         ,    244,     ,                                                      ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0041,        5, Absentee            , TH        ,        7,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Matthew Hill - R                      ,    237,    2, . Todd Mrozek - D                                    ,     96,    3, . Jesse Overbey - I                      ,     18,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0001,        1, 1 Waynesboro        , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,    427,    2, . Mike McWherter - D                                 ,    152,    3, . Bayron Binkley - I                     ,      2,    4, . Brandon Dodds - I              ,      2,    5, . Samuel David Duck - I ,      1,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
  0001,        1, 1 Waynesboro        , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      0,   16, . Carl Twofeathers Whitaker - I,      1,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0001,        2, 1 Waynesboro        , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,    461,    2, . No                                                 ,     21,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0001,        3, 1 Waynesboro        , UH        ,        7,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . Marsha Blackburn - R                  ,    434,    2, . Greg Rabidoux - D                                  ,     96,    3, . J. W. (Bill) Stone - I                 ,     15,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0001,        5, 1 Waynesboro        , TH        ,       72,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Steve K. McDaniel - R                 ,    437,     ,                                                      ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0002,        1, 2 Clifton           , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,     67,    2, . Mike McWherter - D                                 ,     65,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
  0002,        1, 2 Clifton           , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      0,   16, . Carl Twofeathers Whitaker - I,      1,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0002,        2, 2 Clifton           , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,    117,    2, . No                                                 ,      4,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0002,        3, 2 Clifton           , UH        ,        7,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . Marsha Blackburn - R                  ,     74,    2, . Greg Rabidoux - D                                  ,     45,    3, . J. W. (Bill) Stone - I                 ,      1,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0002,        5, 2 Clifton           , TH        ,       70,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Joey Hensley - R                      ,      0,    2, . Calvin Moore - D                                   ,      4,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0002,        5, 2 Clifton           , TH        ,       72,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Steve K. McDaniel - R                 ,     87,     ,                                                      ,      0,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0003,        1, 3-1 Beech Creek     , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,     71,    2, . Mike McWherter - D                                 ,     72,    3, . Bayron Binkley - I                     ,      1,    4, . Brandon Dodds - I              ,      3,    5, . Samuel David Duck - I ,      0,    6, . David Gatchell - I           ,      1,    7, . June Griffin - I      ,      2,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
  0003,        1, 3-1 Beech Creek     , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      2,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0003,        2, 3-1 Beech Creek     , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,    140,    2, . No                                                 ,      3,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0003,        3, 3-1 Beech Creek     , UH        ,        7,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . Marsha Blackburn - R                  ,    100,    2, . Greg Rabidoux - D                                  ,     37,    3, . J. W. (Bill) Stone - I                 ,      6,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0003,        5, 3-1 Beech Creek     , TH        ,       70,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Joey Hensley - R                      ,     95,    2, . Calvin Moore - D                                   ,     55,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0004,        1, 3-2 Crazy Horse     , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,    124,    2, . Mike McWherter - D                                 ,     62,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I ,      2,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
  0004,        1, 3-2 Crazy Horse     , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      0,   16, . Carl Twofeathers Whitaker - I,      3,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
  0004,        2, 3-2 Crazy Horse     , CA        ,         ,        1, Constitutional Amendment                   , " ""November 2", " 2010""", State General,    1, . Yes                                   ,    158,    2, . No                                                 ,      5,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0004,        3, 3-2 Crazy Horse     , UH        ,        7,        1, U. S. House of Representatives District    , " ""November 2", " 2010""", State General,    1, . Marsha Blackburn - R                  ,    126,    2, . Greg Rabidoux - D                                  ,     38,    3, . J. W. (Bill) Stone - I                 ,      7,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0004,        5, 3-2 Crazy Horse     , TH        ,       70,        1, Tennessee House of Representatives District, " ""November 2", " 2010""", State General,    1, . Joey Hensley - R                      ,    120,    2, . Calvin Moore - D                                   ,     59,     ,                                          ,      0,     ,                                  ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                         ,      0,     ,                         ,      0,      ,                            ,       0
  0005,        1, 3-3 Eagle Creek     , GOV       ,         ,        1, Governor                                   , " ""November 2", " 2010""", State General,    1, . Bill Haslam - R                       ,    152,    2, . Mike McWherter - D                                 ,     67,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I                      ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
  0005,        1, 3-3 Eagle Creek     , GOV       ,         ,       11, Governor                                   , " ""November 2", " 2010""", State General,   11, . Donald Ray McFolin - I                ,      0,   12, . Linda Kay Perry - I                                ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I ,      0,   16, . Carl Twofeathers Whitaker - I,      1,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux             ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
