COUNTY, PRECINCT, Precinct Seq        , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE       , Col1, BName1                                    , Tally1, Col2, BName2                                     , Tally2, Col3, BName3                        , Tally3, Col4, BName4                         , Tally4, Col5, BName5                                       , Tally5, Col6, BName6                           , Tally6, Col7, BName7                       , Tally7, Col8, BName8                            , Tally8, Col9, BName9                      , Tally9, Col10, BName10                      , Tally10
  0218,        2, Ross 15             , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      1,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0218,        5, Ross 15             , TNH       ,       85,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Johnnie R. Turner - (D)                 ,   1502,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0219,        1, Ross 16             , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    231,    2, . Barack Obama - (D)                       ,   3137,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,      0,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      0,    6, . Gary Johnson - (I)             ,      4,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0219,        2, Ross 16             , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    388,    2, . Mark E. Clayton - (D)                    ,   2703,    3, . Kermit Steck - (C)          ,      8,    4, . Martin Pleasant - (G)        ,     11,    5, . Shaun E. Crowell - (I)                     ,     25,    6, . David Gatchell - (I)           ,      5,    7, . James Higdon - (I)         ,      5,    8, . Michel Joseph Long - (I)        ,     14,    9, . Troy Stephen Scoggin - (I),     12,    10, . Write-In - Fred R. Anderson,       0
  0219,        2, Ross 16             , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0219,        2, Ross 16             , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      2,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0219,        5, Ross 16             , TNH       ,       85,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Johnnie R. Turner - (D)                 ,   1052,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0220,        1, Stewartville        , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,   1865,    2, . Barack Obama - (D)                       ,    732,    3, . Virgil Goode - (C)          ,      8,    4, . Jill Stein - (G)             ,      4,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      1,    6, . Gary Johnson - (I)             ,      9,    7, . Merlin Miller - (I)        ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0220,        2, Stewartville        , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,   1898,    2, . Mark E. Clayton - (D)                    ,    564,    3, . Kermit Steck - (C)          ,     13,    4, . Martin Pleasant - (G)        ,     25,    5, . Shaun E. Crowell - (I)                     ,     17,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)         ,      7,    8, . Michel Joseph Long - (I)        ,      7,    9, . Troy Stephen Scoggin - (I),      0,    10, . Write-In - Fred R. Anderson,       0
  0220,        2, Stewartville        , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0220,        2, Stewartville        , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      1,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0220,        3, Stewartville        , USH       ,        8,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Stephen Lee Fincher - (R)               ,   1779,    2, . Timothy D. Dixon - (D)                   ,    623,    3, . James Hart - (I)            ,     55,    4, . Mark J. Rawles - (I)         ,     17,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0220,        4, Stewartville        , TNS       ,       32,        1, Tennessee Senate District                  , " ""November 6", " 2012""", General Election,    1, . Mark Norris - (R)                       ,   2006,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0220,        5, Stewartville        , TNH       ,       99,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Ron Lollar - (R)                        ,   1984,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        1, 01 Defeated         , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    284,    2, . Barack Obama - (D)                       ,    119,    3, . Virgil Goode - (C)          ,      4,    4, . Jill Stein - (G)             ,      1,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      3,    6, . Gary Johnson - (I)             ,      5,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        2, 01 Defeated         , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    285,    2, . Mark E. Clayton - (D)                    ,     73,    3, . Kermit Steck - (C)          ,     10,    4, . Martin Pleasant - (G)        ,      9,    5, . Shaun E. Crowell - (I)                     ,      2,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)         ,      0,    8, . Michel Joseph Long - (I)        ,      4,    9, . Troy Stephen Scoggin - (I),      3,    10, . Write-In - Fred R. Anderson,       0
  0001,        2, 01 Defeated         , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0001,        2, 01 Defeated         , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        3, 01 Defeated         , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Diane Black - (R)                       ,    292,    2, . Pat Riley - (G)                          ,     23,    3, . Scott Beasley - (I)         ,     51,    4, . Write-In - Mary Amanda Keifer,      0,    5, . Write-In - Rachel Robinson                 ,      0,    6, . Write-In - Michael H. Thompson ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0001,        5, 01 Defeated         , TNH       ,       40,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Terri Lynn Weaver - (R)                 ,    267,    2, . Sarah Marie Smith - (D)                  ,    139,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        1, 02 Tanglewood       , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    240,    2, . Barack Obama - (D)                       ,    141,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,      2,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      1,    6, . Gary Johnson - (I)             ,      1,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        2, 02 Tanglewood       , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    229,    2, . Mark E. Clayton - (D)                    ,     82,    3, . Kermit Steck - (C)          ,      3,    4, . Martin Pleasant - (G)        ,      3,    5, . Shaun E. Crowell - (I)                     ,      6,    6, . David Gatchell - (I)           ,      2,    7, . James Higdon - (I)         ,      1,    8, . Michel Joseph Long - (I)        ,      0,    9, . Troy Stephen Scoggin - (I),      0,    10, . Write-In - Fred R. Anderson,       0
  0002,        2, 02 Tanglewood       , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0002,        2, 02 Tanglewood       , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        3, 02 Tanglewood       , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Diane Black - (R)                       ,    217,    2, . Pat Riley - (G)                          ,     24,    3, . Scott Beasley - (I)         ,     45,    4, . Write-In - Mary Amanda Keifer,      0,    5, . Write-In - Rachel Robinson                 ,      0,    6, . Write-In - Michael H. Thompson ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0002,        5, 02 Tanglewood       , TNH       ,       40,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Terri Lynn Weaver - (R)                 ,    207,    2, . Sarah Marie Smith - (D)                  ,    157,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0003,        1, 03 New Middleton    , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    355,    2, . Barack Obama - (D)                       ,    150,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,      1,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      3,    6, . Gary Johnson - (I)             ,      5,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0003,        2, 03 New Middleton    , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    346,    2, . Mark E. Clayton - (D)                    ,    107,    3, . Kermit Steck - (C)          ,      4,    4, . Martin Pleasant - (G)        ,      4,    5, . Shaun E. Crowell - (I)                     ,      3,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)         ,      0,    8, . Michel Joseph Long - (I)        ,      3,    9, . Troy Stephen Scoggin - (I),      4,    10, . Write-In - Fred R. Anderson,       0
  0003,        2, 03 New Middleton    , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0003,        2, 03 New Middleton    , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0003,        3, 03 New Middleton    , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Diane Black - (R)                       ,    357,    2, . Pat Riley - (G)                          ,     40,    3, . Scott Beasley - (I)         ,     51,    4, . Write-In - Mary Amanda Keifer,      0,    5, . Write-In - Rachel Robinson                 ,      0,    6, . Write-In - Michael H. Thompson ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0003,        5, 03 New Middleton    , TNH       ,       40,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Terri Lynn Weaver - (R)                 ,    332,    2, . Sarah Marie Smith - (D)                  ,    158,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0004,        1, 04 Rock City        , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    295,    2, . Barack Obama - (D)                       ,    148,    3, . Virgil Goode - (C)          ,      6,    4, . Jill Stein - (G)             ,      1,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      1,    6, . Gary Johnson - (I)             ,      1,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0004,        2, 04 Rock City        , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    286,    2, . Mark E. Clayton - (D)                    ,    107,    3, . Kermit Steck - (C)          ,      7,    4, . Martin Pleasant - (G)        ,      3,    5, . Shaun E. Crowell - (I)                     ,      2,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)         ,      1,    8, . Michel Joseph Long - (I)        ,      2,    9, . Troy Stephen Scoggin - (I),      0,    10, . Write-In - Fred R. Anderson,       0
  0004,        2, 04 Rock City        , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0004,        2, 04 Rock City        , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0004,        3, 04 Rock City        , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Diane Black - (R)                       ,    284,    2, . Pat Riley - (G)                          ,     30,    3, . Scott Beasley - (I)         ,     53,    4, . Write-In - Mary Amanda Keifer,      0,    5, . Write-In - Rachel Robinson                 ,      0,    6, . Write-In - Michael H. Thompson ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0004,        5, 04 Rock City        , TNH       ,       40,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Terri Lynn Weaver - (R)                 ,    261,    2, . Sarah Marie Smith - (D)                  ,    163,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0005,        1, 05 Gordonsville     , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    335,    2, . Barack Obama - (D)                       ,    175,    3, . Virgil Goode - (C)          ,      6,    4, . Jill Stein - (G)             ,      0,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      0,    6, . Gary Johnson - (I)             ,      4,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0005,        2, 05 Gordonsville     , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    328,    2, . Mark E. Clayton - (D)                    ,    122,    3, . Kermit Steck - (C)          ,      6,    4, . Martin Pleasant - (G)        ,      3,    5, . Shaun E. Crowell - (I)                     ,      8,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)         ,      1,    8, . Michel Joseph Long - (I)        ,      2,    9, . Troy Stephen Scoggin - (I),      4,    10, . Write-In - Fred R. Anderson,       0
  0005,        2, 05 Gordonsville     , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0005,        2, 05 Gordonsville     , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0005,        3, 05 Gordonsville     , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Diane Black - (R)                       ,    327,    2, . Pat Riley - (G)                          ,     35,    3, . Scott Beasley - (I)         ,     69,    4, . Write-In - Mary Amanda Keifer,      0,    5, . Write-In - Rachel Robinson                 ,      0,    6, . Write-In - Michael H. Thompson ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0005,        5, 05 Gordonsville     , TNH       ,       40,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Terri Lynn Weaver - (R)                 ,    314,    2, . Sarah Marie Smith - (D)                  ,    181,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0006,        1, 06 Carthage         , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    135,    2, . Barack Obama - (D)                       ,    146,    3, . Virgil Goode - (C)          ,      3,    4, . Jill Stein - (G)             ,      2,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      1,    6, . Gary Johnson - (I)             ,      2,    7, . Merlin Miller - (I)        ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0006,        2, 06 Carthage         , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    144,    2, . Mark E. Clayton - (D)                    ,     98,    3, . Kermit Steck - (C)          ,      3,    4, . Martin Pleasant - (G)        ,      2,    5, . Shaun E. Crowell - (I)                     ,      5,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)         ,      2,    8, . Michel Joseph Long - (I)        ,      1,    9, . Troy Stephen Scoggin - (I),      1,    10, . Write-In - Fred R. Anderson,       0
  0006,        2, 06 Carthage         , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0006,        2, 06 Carthage         , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0006,        3, 06 Carthage         , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Diane Black - (R)                       ,    159,    2, . Pat Riley - (G)                          ,     23,    3, . Scott Beasley - (I)         ,     38,    4, . Write-In - Mary Amanda Keifer,      0,    5, . Write-In - Rachel Robinson                 ,      0,    6, . Write-In - Michael H. Thompson ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0006,        5, 06 Carthage         , TNH       ,       40,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Terri Lynn Weaver - (R)                 ,    143,    2, . Sarah Marie Smith - (D)                  ,    139,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        1, 07 South Carthage   , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    203,    2, . Barack Obama - (D)                       ,    124,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,      0,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      0,    6, . Gary Johnson - (I)             ,      0,    7, . Merlin Miller - (I)        ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        2, 07 South Carthage   , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    193,    2, . Mark E. Clayton - (D)                    ,     89,    3, . Kermit Steck - (C)          ,      1,    4, . Martin Pleasant - (G)        ,      4,    5, . Shaun E. Crowell - (I)                     ,      3,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)         ,      3,    8, . Michel Joseph Long - (I)        ,      1,    9, . Troy Stephen Scoggin - (I),      1,    10, . Write-In - Fred R. Anderson,       0
  0007,        2, 07 South Carthage   , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
  0007,        2, 07 South Carthage   , USS       ,         ,       21, United States Senate                       , " ""November 6", " 2012""", General Election,   21, . Write-In - Mary D. Wright               ,      0,     ,                                            ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        3, 07 South Carthage   , USH       ,        6,        1, U.S. House of Representatives District     , " ""November 6", " 2012""", General Election,    1, . Diane Black - (R)                       ,    196,    2, . Pat Riley - (G)                          ,     32,    3, . Scott Beasley - (I)         ,     33,    4, . Write-In - Mary Amanda Keifer,      0,    5, . Write-In - Rachel Robinson                 ,      0,    6, . Write-In - Michael H. Thompson ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0007,        5, 07 South Carthage   , TNH       ,       40,        1, Tennessee House of Representatives District, " ""November 6", " 2012""", General Election,    1, . Terri Lynn Weaver - (R)                 ,    190,    2, . Sarah Marie Smith - (D)                  ,    120,     ,                               ,      0,     ,                                ,      0,     ,                                              ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0008,        1, 08 Elmwood          , PRES      ,         ,        1, United States President                    , " ""November 6", " 2012""", General Election,    1, . Mitt Romney - (R)                       ,    222,    2, . Barack Obama - (D)                       ,    153,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,      4,    5, " "". Ross C. """"Rocky"""" Anderson - (I)""",      1,    6, . Gary Johnson - (I)             ,      4,    7, . Merlin Miller - (I)        ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
  0008,        2, 08 Elmwood          , USS       ,         ,        1, United States Senate                       , " ""November 6", " 2012""", General Election,    1, . Bob Corker - (R)                        ,    227,    2, . Mark E. Clayton - (D)                    ,    110,    3, . Kermit Steck - (C)          ,      2,    4, . Martin Pleasant - (G)        ,      7,    5, . Shaun E. Crowell - (I)                     ,      1,    6, . David Gatchell - (I)           ,      0,    7, . James Higdon - (I)         ,      1,    8, . Michel Joseph Long - (I)        ,      2,    9, . Troy Stephen Scoggin - (I),      2,    10, . Write-In - Fred R. Anderson,       0
  0008,        2, 08 Elmwood          , USS       ,         ,       11, United States Senate                       , " ""November 6", " 2012""", General Election,   11, . Write-In - Larry Crim                   ,      0,   12, . Write-In - Gary Gene Davis               ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer                    ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
