COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, SECJURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                            , PARTY1    , PVTALLY1, COL2HDG, RNAME2                               , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                 , PARTY3     , PVTALLY3, COL4HDG, RNAME4                        , PARTY4     , PVTALLY4, COL5HDG, RNAME5                  , PARTY5     , PVTALLY5, COL6HDG, RNAME6                                 , PARTY6     , PVTALLY6, COL7HDG, RNAME7       , PARTY7     , PVTALLY7, COL8HDG, RNAME8       , PARTY8     , PVTALLY8, COL9HDG, RNAME9              , PARTY9     , PVTALLY9, COL10HDG, RNAME10   , PARTY10    , PVTALLY10
Madison   , 3-1 Bascom Chapel        ,    0006,     0017,      73,          0,         0, Tennessee House of Representatives District 73   , 2022-11-08, State General,       1, Chris Todd                        , Republican,     1340,       2, Erica Nicole Coleman                 , Democratic ,      294,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-1 Bascom Chapel        ,    0006,     0017,      80,          0,         0, Tennessee House of Representatives District 80   , 2022-11-08, State General,       1, Johnny W. Shaw                    , Democratic,        0,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-2 MCVS                 ,    0007,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      398,       2, Jason Brantley Martin                , Democratic ,      199,       3, Constance M. Every                     , Independent,        6,       4, John Gentry                   , Independent,        2,       5, Basil Marceaux          , Independent,        0,       6, Charles Van Morgan                     , Independent,        0,       7, Alfred O'Neil, Independent,        0,       8, Deborah Rouse, Independent,        1,       9, Michael E. Scantland, Independent,        0,       10, Rick Tyler, Independent,         0
Madison   , 3-2 MCVS                 ,    0007,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        1,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-2 MCVS                 ,    0007,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      412,       2, No                                   ,            ,      152,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-2 MCVS                 ,    0007,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      451,       2, No                                   ,            ,      104,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-2 MCVS                 ,    0007,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      419,       2, No                                   ,            ,      144,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-2 MCVS                 ,    0007,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      385,       2, No                                   ,            ,      176,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-2 MCVS                 ,    0007,     0011,       8,          0,         0, United States House of Representatives District 8, 2022-11-08, State General,       1, David Kustoff                     , Republican,      395,       2, Lynnette P. Williams                 , Democratic ,      199,       3, James Hart                             , Independent,        5,       4, Ronnie Henley                 , Independent,        3,       5, Write-In - Kirk D Carter,            ,        0,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-2 MCVS                 ,    0007,     0015,      25,          0,         0, Tennessee Senate District 25                     , 2022-11-08, State General,       1, Ed Jackson                        , Republican,      401,       2, Ronnie Henley                        , Independent,      165,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 3-2 MCVS                 ,    0007,     0017,      73,          0,         0, Tennessee House of Representatives District 73   , 2022-11-08, State General,       1, Chris Todd                        , Republican,      377,       2, Erica Nicole Coleman                 , Democratic ,      214,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-1 Masonic Lodge        ,    0008,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      821,       2, Jason Brantley Martin                , Democratic ,      505,       3, Constance M. Every                     , Independent,       15,       4, John Gentry                   , Independent,        2,       5, Basil Marceaux          , Independent,        1,       6, Charles Van Morgan                     , Independent,        1,       7, Alfred O'Neil, Independent,        1,       8, Deborah Rouse, Independent,        5,       9, Michael E. Scantland, Independent,        0,       10, Rick Tyler, Independent,         3
Madison   , 4-1 Masonic Lodge        ,    0008,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-1 Masonic Lodge        ,    0008,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      872,       2, No                                   ,            ,      356,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-1 Masonic Lodge        ,    0008,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,     1009,       2, No                                   ,            ,      221,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-1 Masonic Lodge        ,    0008,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,     1009,       2, No                                   ,            ,      250,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-1 Masonic Lodge        ,    0008,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      896,       2, No                                   ,            ,      358,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-1 Masonic Lodge        ,    0008,     0011,       8,          0,         0, United States House of Representatives District 8, 2022-11-08, State General,       1, David Kustoff                     , Republican,      808,       2, Lynnette P. Williams                 , Democratic ,      507,       3, James Hart                             , Independent,       15,       4, Ronnie Henley                 , Independent,        5,       5, Write-In - Kirk D Carter,            ,        0,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-1 Masonic Lodge        ,    0008,     0015,      25,          0,         0, Tennessee Senate District 25                     , 2022-11-08, State General,       1, Ed Jackson                        , Republican,      843,       2, Ronnie Henley                        , Independent,      396,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-1 Masonic Lodge        ,    0008,     0017,      73,          0,         0, Tennessee House of Representatives District 73   , 2022-11-08, State General,       1, Chris Todd                        , Republican,      798,       2, Erica Nicole Coleman                 , Democratic ,      528,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-2 Andrew Jackson       ,    0009,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      238,       2, Jason Brantley Martin                , Democratic ,      301,       3, Constance M. Every                     , Independent,        9,       4, John Gentry                   , Independent,        2,       5, Basil Marceaux          , Independent,        0,       6, Charles Van Morgan                     , Independent,        0,       7, Alfred O'Neil, Independent,        0,       8, Deborah Rouse, Independent,        1,       9, Michael E. Scantland, Independent,        0,       10, Rick Tyler, Independent,         1
Madison   , 4-2 Andrew Jackson       ,    0009,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-2 Andrew Jackson       ,    0009,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      302,       2, No                                   ,            ,      191,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-2 Andrew Jackson       ,    0009,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      395,       2, No                                   ,            ,      103,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-2 Andrew Jackson       ,    0009,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      403,       2, No                                   ,            ,       98,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-2 Andrew Jackson       ,    0009,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      362,       2, No                                   ,            ,      135,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-2 Andrew Jackson       ,    0009,     0011,       8,          0,         0, United States House of Representatives District 8, 2022-11-08, State General,       1, David Kustoff                     , Republican,      230,       2, Lynnette P. Williams                 , Democratic ,      303,       3, James Hart                             , Independent,        7,       4, Ronnie Henley                 , Independent,        3,       5, Write-In - Kirk D Carter,            ,        0,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-2 Andrew Jackson       ,    0009,     0015,      25,          0,         0, Tennessee Senate District 25                     , 2022-11-08, State General,       1, Ed Jackson                        , Republican,      249,       2, Ronnie Henley                        , Independent,      217,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-2 Andrew Jackson       ,    0009,     0017,      80,          0,         0, Tennessee House of Representatives District 80   , 2022-11-08, State General,       1, Johnny W. Shaw                    , Democratic,      399,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-3 Englewood Warehouse  ,    0010,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      784,       2, Jason Brantley Martin                , Democratic ,      247,       3, Constance M. Every                     , Independent,        5,       4, John Gentry                   , Independent,        6,       5, Basil Marceaux          , Independent,        0,       6, Charles Van Morgan                     , Independent,        0,       7, Alfred O'Neil, Independent,        0,       8, Deborah Rouse, Independent,        1,       9, Michael E. Scantland, Independent,        0,       10, Rick Tyler, Independent,         1
Madison   , 4-3 Englewood Warehouse  ,    0010,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-3 Englewood Warehouse  ,    0010,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      709,       2, No                                   ,            ,      218,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-3 Englewood Warehouse  ,    0010,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      756,       2, No                                   ,            ,      164,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-3 Englewood Warehouse  ,    0010,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      709,       2, No                                   ,            ,      224,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-3 Englewood Warehouse  ,    0010,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      676,       2, No                                   ,            ,      260,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-3 Englewood Warehouse  ,    0010,     0011,       8,          0,         0, United States House of Representatives District 8, 2022-11-08, State General,       1, David Kustoff                     , Republican,      763,       2, Lynnette P. Williams                 , Democratic ,      250,       3, James Hart                             , Independent,       16,       4, Ronnie Henley                 , Independent,        4,       5, Write-In - Kirk D Carter,            ,        0,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-3 Englewood Warehouse  ,    0010,     0015,      25,          0,         0, Tennessee Senate District 25                     , 2022-11-08, State General,       1, Ed Jackson                        , Republican,      782,       2, Ronnie Henley                        , Independent,      194,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 4-3 Englewood Warehouse  ,    0010,     0017,      73,          0,         0, Tennessee House of Representatives District 73   , 2022-11-08, State General,       1, Chris Todd                        , Republican,      742,       2, Erica Nicole Coleman                 , Democratic ,      277,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,       72,       2, Jason Brantley Martin                , Democratic ,      525,       3, Constance M. Every                     , Independent,       12,       4, John Gentry                   , Independent,        6,       5, Basil Marceaux          , Independent,        2,       6, Charles Van Morgan                     , Independent,        1,       7, Alfred O'Neil, Independent,        2,       8, Deborah Rouse, Independent,        5,       9, Michael E. Scantland, Independent,        2,       10, Rick Tyler, Independent,         0
Madison   , 5-1 Macedonia            ,    0011,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      226,       2, No                                   ,            ,      333,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      462,       2, No                                   ,            ,      113,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      479,       2, No                                   ,            ,       95,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      388,       2, No                                   ,            ,      160,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0011,       8,          0,         0, United States House of Representatives District 8, 2022-11-08, State General,       1, David Kustoff                     , Republican,       41,       2, Lynnette P. Williams                 , Democratic ,      532,       3, James Hart                             , Independent,       16,       4, Ronnie Henley                 , Independent,        7,       5, Write-In - Kirk D Carter,            ,        0,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0015,      25,          0,         0, Tennessee Senate District 25                     , 2022-11-08, State General,       1, Ed Jackson                        , Republican,       80,       2, Ronnie Henley                        , Independent,      343,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0017,      73,          0,         0, Tennessee House of Representatives District 73   , 2022-11-08, State General,       1, Chris Todd                        , Republican,        0,       2, Erica Nicole Coleman                 , Democratic ,        1,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-1 Macedonia            ,    0011,     0017,      80,          0,         0, Tennessee House of Representatives District 80   , 2022-11-08, State General,       1, Johnny W. Shaw                    , Democratic,      586,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      456,       2, Jason Brantley Martin                , Democratic ,      605,       3, Constance M. Every                     , Independent,        7,       4, John Gentry                   , Independent,        8,       5, Basil Marceaux          , Independent,        0,       6, Charles Van Morgan                     , Independent,        2,       7, Alfred O'Neil, Independent,        1,       8, Deborah Rouse, Independent,        4,       9, Michael E. Scantland, Independent,        0,       10, Rick Tyler, Independent,         1
Madison   , 5-2 North Parkway        ,    0012,     0005,       0,          0,         2, Governor                                         , 2022-11-08, State General,      11, Write-In - Curtis Carney          ,           ,        0,      12, Write-In - Stephen C Maxwell         ,            ,        0,      13, Write-In - Kameron Parker Scott        ,            ,        0,      14, Write-In - Lemichael D. Wilson,            ,        0,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0006,       0,          1,         0, Constitutional Amendment # 1                     , 2022-11-08, State General,       1, Yes                               ,           ,      535,       2, No                                   ,            ,      468,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0006,       0,          2,         0, Constitutional Amendment # 2                     , 2022-11-08, State General,       1, Yes                               ,           ,      806,       2, No                                   ,            ,      215,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0006,       0,          3,         0, Constitutional Amendment # 3                     , 2022-11-08, State General,       1, Yes                               ,           ,      847,       2, No                                   ,            ,      188,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0006,       0,          4,         0, Constitutional Amendment # 4                     , 2022-11-08, State General,       1, Yes                               ,           ,      693,       2, No                                   ,            ,      336,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0011,       8,          0,         0, United States House of Representatives District 8, 2022-11-08, State General,       1, David Kustoff                     , Republican,      438,       2, Lynnette P. Williams                 , Democratic ,      611,       3, James Hart                             , Independent,       13,       4, Ronnie Henley                 , Independent,        9,       5, Write-In - Kirk D Carter,            ,        0,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0015,      25,          0,         0, Tennessee Senate District 25                     , 2022-11-08, State General,       1, Ed Jackson                        , Republican,      476,       2, Ronnie Henley                        , Independent,      443,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0017,      73,          0,         0, Tennessee House of Representatives District 73   , 2022-11-08, State General,       1, Chris Todd                        , Republican,      312,       2, Erica Nicole Coleman                 , Democratic ,      315,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 5-2 North Parkway        ,    0012,     0017,      80,          0,         0, Tennessee House of Representatives District 80   , 2022-11-08, State General,       1, Johnny W. Shaw                    , Democratic,      366,        ,                                      ,            ,         ,        ,                                        ,            ,         ,        ,                               ,            ,         ,        ,                         ,            ,         ,        ,                                        ,            ,         ,        ,              ,            ,         ,        ,              ,            ,         ,        ,                     ,            ,         ,         ,           ,            ,          
Madison   , 6-1 South Side           ,    0013,     0005,       0,          0,         1, Governor                                         , 2022-11-08, State General,       1, Bill Lee                          , Republican,      572,       2, Jason Brantley Martin                , Democratic ,      154,       3, Constance M. Every                     , Independent,        3,       4, John Gentry                   , Independent,        9,       5, Basil Marceaux          , Independent,        0,       6, Charles Van Morgan                     , Independent,        0,       7, Alfred O'Neil, Independent,        0,       8, Deborah Rouse, Independent,        1,       9, Michael E. Scantland, Independent,        0,       10, Rick Tyler, Independent,         1
